pos,turn,result
r4rk1/5nbp/1R4p1/p4p2/Np1q4/3B1Q2/1PP2PPP/1K2R3,1,-1
r4rk1/5nbp/1R4p1/p4p2/Np1q4/3BQ3/1PP2PPP/1K2R3,0,-1
r4rk1/5nbp/1R4p1/p4p2/Np6/3Bq3/1PP2PPP/1K2R3,1,-1
r4rk1/5nbp/1R4p1/p4p2/Np6/3BP3/1PP3PP/1K2R3,0,-1
r1r3k1/5nbp/1R4p1/p4p2/Np6/3BP3/1PP3PP/1K2R3,1,-1
r1r3k1/5nbp/1R4p1/p4p2/Np6/1P1BP3/2P3PP/1K2R3,0,-1
r1r3k1/6bp/1R4p1/p3np2/Np6/1P1BP3/2P3PP/1K2R3,1,-1
r1r3k1/6bp/1R4p1/p3np2/Np6/1P2P3/2P1B1PP/1K2R3,0,-1
2r3k1/r5bp/1R4p1/p3np2/Np6/1P2P3/2P1B1PP/1K2R3,1,-1
2r3k1/r5bp/1R4p1/p3np2/1p6/1P2P3/1NP1B1PP/1K2R3,0,-1
2r2k2/r5bp/1R4p1/p3np2/1p6/1P2P3/1NP1B1PP/1K2R3,1,-1
2r2k2/r5bp/1R4p1/p3np2/1pN5/1P2P3/2P1B1PP/1K2R3,0,-1
2r2k2/r5bp/1R4p1/p4p2/1pn5/1P2P3/2P1B1PP/1K2R3,1,-1
2r2k2/r5bp/1R4p1/p4p2/1pB5/1P2P3/2P3PP/1K2R3,0,-1
2r2k2/r5bp/1R4p1/5p2/ppB5/1P2P3/2P3PP/1K2R3,1,-1
2r2k2/r5bp/R5p1/5p2/ppB5/1P2P3/2P3PP/1K2R3,0,-1
2r2k2/6bp/r5p1/5p2/ppB5/1P2P3/2P3PP/1K2R3,1,-1
2r2k2/6bp/B5p1/5p2/pp6/1P2P3/2P3PP/1K2R3,0,-1
r4k2/6bp/B5p1/5p2/pp6/1P2P3/2P3PP/1K2R3,1,-1
r4k2/1B4bp/6p1/5p2/pp6/1P2P3/2P3PP/1K2R3,0,-1
5k2/rB4bp/6p1/5p2/pp6/1P2P3/2P3PP/1K2R3,1,-1
5k2/rB4bp/6p1/5p2/Pp6/4P3/2P3PP/1K2R3,0,-1
5k2/1r4bp/6p1/5p2/Pp6/4P3/2P3PP/1K2R3,1,-1
5k2/1r4bp/6p1/5p2/Pp6/4P3/K1P3PP/4R3,0,-1
5k2/1r5p/6p1/5p2/Pp6/2b1P3/K1P3PP/4R3,1,-1
5k2/1r5p/6p1/5p2/Pp6/2b1P3/K1P3PP/3R4,0,-1
5k2/4r2p/6p1/5p2/Pp6/2b1P3/K1P3PP/3R4,1,-1
5k2/4r2p/6p1/5p2/Pp6/2bRP3/K1P3PP/8,0,-1
5k2/7p/6p1/4rp2/Pp6/2bRP3/K1P3PP/8,1,-1
5k2/7p/6p1/4rp2/Pp6/1KbRP3/2P3PP/8,0,-1
8/4k2p/6p1/4rp2/Pp6/1KbRP3/2P3PP/8,1,-1
8/4k2p/6p1/4rp2/PpK5/2bRP3/2P3PP/8,0,-1
8/4k2p/6p1/r4p2/PpK5/2bRP3/2P3PP/8,1,-1
8/4k2p/6p1/r4p2/Pp6/1KbRP3/2P3PP/8,0,-1
8/7p/4k1p1/r4p2/Pp6/1KbRP3/2P3PP/8,1,-1
3R4/7p/4k1p1/r4p2/Pp6/1Kb1P3/2P3PP/8,0,-1
3R4/7p/4k1p1/3r1p2/Pp6/1Kb1P3/2P3PP/8,1,-1
R7/7p/4k1p1/3r1p2/Pp6/1Kb1P3/2P3PP/8,0,-1
R7/7p/3k2p1/3r1p2/Pp6/1Kb1P3/2P3PP/8,1,-1
8/R6p/3k2p1/3r1p2/Pp6/1Kb1P3/2P3PP/8,0,-1
8/R6p/3k2p1/4rp2/Pp6/1Kb1P3/2P3PP/8,1,-1
8/7R/3k2p1/4rp2/Pp6/1Kb1P3/2P3PP/8,0,-1
8/7R/3k2p1/5p2/Pp6/1Kb1r3/2P3PP/8,1,-1
8/7R/3k2p1/5p2/Pp5P/1Kb1r3/2P3P1/8,0,-1
8/7R/3k2p1/5p2/Pp5P/1Kb3r1/2P3P1/8,1,-1
8/7R/3k2p1/5p1P/Pp6/1Kb3r1/2P3P1/8,0,-1
8/7R/3k4/5p1p/Pp6/1Kb3r1/2P3P1/8,1,-1
8/8/3k4/5p1R/Pp6/1Kb3r1/2P3P1/8,0,-1
8/8/3k4/7R/Pp3p2/1Kb3r1/2P3P1/8,1,-1
8/8/3k4/5R2/Pp3p2/1Kb3r1/2P3P1/8,0,-1
8/8/3k4/5R2/Pp3p2/1K4r1/2Pb2P1/8,1,-1
8/8/3k4/5R2/PpK2p2/6r1/2Pb2P1/8,0,-1
8/8/3k4/5R2/PpK2p2/2r5/2Pb2P1/8,1,-1
8/8/3k4/1K3R2/Pp3p2/2r5/2Pb2P1/8,0,-1
8/8/3k4/1K3R2/Pp3p2/8/2rb2P1/8,1,-1
8/8/3k4/1K5R/Pp3p2/8/2rb2P1/8,0,-1
8/8/3k4/1K5R/P4p2/1p6/2rb2P1/8,1,-1
8/8/3k4/1K6/P4p2/1p5R/2rb2P1/8,0,-1
8/8/3k4/1Kr5/P4p2/1p5R/3b2P1/8,1,-1
8/8/1K1k4/2r5/P4p2/1p5R/3b2P1/8,0,-1
8/8/1K1k4/2r5/P4p2/1p2b2R/6P1/8,1,-1
8/8/1K1k3R/2r5/P4p2/1p2b3/6P1/8,0,-1
8/8/1K5R/2rk4/P4p2/1p2b3/6P1/8,1,-1
8/8/1K6/2rk3R/P4p2/1p2b3/6P1/8,0,-1
8/8/1K6/2r4R/P1k2p2/1p2b3/6P1/8,1,-1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,-1
rnbqkbnr/ppp1pppp/3p4/8/3P4/8/PPP1PPPP/RNBQKBNR,1,-1
rnbqkbnr/ppp1pppp/3p4/8/2PP4/8/PP2PPPP/RNBQKBNR,0,-1
rnbqkbnr/ppp1p1pp/3p4/5p2/2PP4/8/PP2PPPP/RNBQKBNR,1,-1
rnbqkbnr/ppp1p1pp/3p4/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR,0,-1
rnbqkb1r/ppp1p1pp/3p1n2/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR,1,-1
rnbqkb1r/ppp1p1pp/3p1n2/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR,0,-1
rnbqkb1r/pp2p1pp/2pp1n2/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR,1,-1
rnbqkb1r/pp2p1pp/2pp1n2/5p2/2PP4/2N3P1/PP2PPBP/R1BQK1NR,0,-1
rnb1kb1r/ppq1p1pp/2pp1n2/5p2/2PP4/2N3P1/PP2PPBP/R1BQK1NR,1,-1
rnb1kb1r/ppq1p1pp/2pp1n2/3P1p2/2P5/2N3P1/PP2PPBP/R1BQK1NR,0,-1
rnb1kb1r/ppq3pp/2pp1n2/3Ppp2/2P5/2N3P1/PP2PPBP/R1BQK1NR,1,-1
rnb1kb1r/ppq3pp/2ppPn2/5p2/2P5/2N3P1/PP2PPBP/R1BQK1NR,0,-1
rn2kb1r/ppq3pp/2ppbn2/5p2/2P5/2N3P1/PP2PPBP/R1BQK1NR,1,-1
rn2kb1r/ppq3pp/2ppbn2/5p2/2P5/1PN3P1/P3PPBP/R1BQK1NR,0,-1
r3kb1r/ppqn2pp/2ppbn2/5p2/2P5/1PN3P1/P3PPBP/R1BQK1NR,1,-1
r3kb1r/ppqn2pp/2ppbn2/5p2/2P2B2/1PN3P1/P3PPBP/R2QK1NR,0,-1
r3kb1r/ppq3pp/2ppbn2/4np2/2P2B2/1PN3P1/P3PPBP/R2QK1NR,1,-1
r3kb1r/ppq3pp/2ppbn2/4np2/2P2B2/1PN3P1/P3PPBP/2RQK1NR,0,-1
3rkb1r/ppq3pp/2ppbn2/4np2/2P2B2/1PN3P1/P3PPBP/2RQK1NR,1,-1
3rkb1r/ppq3pp/2ppbn2/4np2/2P2B2/1PN2NP1/P3PPBP/2RQK2R,0,-1
3rkb1r/ppq3pp/2ppbn2/5p2/2P2B2/1PN2nP1/P3PPBP/2RQK2R,1,-1
3rkb1r/ppq3pp/2ppbn2/5p2/2P2B2/1PN2BP1/P3PP1P/2RQK2R,0,-1
3rkb1r/ppq3p1/2ppbn1p/5p2/2P2B2/1PN2BP1/P3PP1P/2RQK2R,1,-1
3rkb1r/ppq3p1/2ppbn1p/5p2/2P2B2/1PN2BP1/P3PP1P/2RQ1RK1,0,-1
3rkb1r/ppq5/2ppbn1p/5pp1/2P2B2/1PN2BP1/P3PP1P/2RQ1RK1,1,-1
3rkb1r/ppq5/2ppbn1p/5pp1/2P5/1PN1BBP1/P3PP1P/2RQ1RK1,0,-1
3rk2r/ppq3b1/2ppbn1p/5pp1/2P5/1PN1BBP1/P3PP1P/2RQ1RK1,1,-1
3rk2r/ppq3b1/2ppbn1p/5pp1/2P5/1PNQBBP1/P3PP1P/2R2RK1,0,-1
3r1rk1/ppq3b1/2ppbn1p/5pp1/2P5/1PNQBBP1/P3PP1P/2R2RK1,1,-1
3r1rk1/ppq3b1/2ppbn1p/5pp1/2P5/1PNQBBP1/P3PP1P/2RR2K1,0,-1
3r1rk1/pp4b1/2ppbn1p/q4pp1/2P5/1PNQBBP1/P3PP1P/2RR2K1,1,-1
3r1rk1/pp4b1/2ppbn1p/q4pp1/2P5/1PN1BBP1/P3PP1P/1QRR2K1,0,-1
3r1rk1/pp4b1/2ppbn1p/5pp1/2P5/qPN1BBP1/P3PP1P/1QRR2K1,1,-1
3r1rk1/pp4b1/2ppbn1p/5pp1/2PB4/qPN2BP1/P3PP1P/1QRR2K1,0,-1
3r1rk1/pp1n2b1/2ppb2p/5pp1/2PB4/qPN2BP1/P3PP1P/1QRR2K1,1,-1
3r1rk1/pp1n2B1/2ppb2p/5pp1/2P5/qPN2BP1/P3PP1P/1QRR2K1,0,-1
3r1r2/pp1n2k1/2ppb2p/5pp1/2P5/qPN2BP1/P3PP1P/1QRR2K1,1,-1
3r1r2/pp1n2k1/2ppb2p/5pp1/2PR4/qPN2BP1/P3PP1P/1QR3K1,0,-1
3r1r2/pp4k1/2ppb2p/4npp1/2PR4/qPN2BP1/P3PP1P/1QR3K1,1,-1
3r1r2/pp4k1/2ppb2p/4npp1/2PR4/qPN3P1/P3PPBP/1QR3K1,0,-1
3r4/pp4k1/2ppbr1p/4npp1/2PR4/qPN3P1/P3PPBP/1QR3K1,1,-1
3r4/pp4k1/2ppbr1p/4npp1/2PR4/qPN3P1/P3PPBP/1Q1R2K1,0,-1
3r4/pp3bk1/2pp1r1p/4npp1/2PR4/qPN3P1/P3PPBP/1Q1R2K1,1,-1
3r4/pp3bk1/2pp1r1p/4npp1/2PR4/qPN3P1/P3PPBP/2QR2K1,0,-1
3r4/pp3bk1/2pp1r1p/4npp1/2PR4/1PN3P1/P3PPBP/2qR2K1,1,-1
3r4/pp3bk1/2pp1r1p/4npp1/2PR4/1PN3P1/P3PPBP/2R3K1,0,-1
3r4/pp3bk1/2pp1r1p/4n1p1/2PR1p2/1PN3P1/P3PPBP/2R3K1,1,-1
3r4/pp3bk1/2pp1r1p/4n1p1/2PRNp2/1P4P1/P3PPBP/2R3K1,0,-1
3r4/pp3bk1/2pp2rp/4n1p1/2PRNp2/1P4P1/P3PPBP/2R3K1,1,-1
3r4/pp3bk1/2pp2rp/4n1p1/2PRNp2/1P4P1/P3PPBP/3R2K1,0,-1
3r4/pp3bk1/2p3rp/3pn1p1/2PRNp2/1P4P1/P3PPBP/3R2K1,1,-1
3r4/pp3bk1/2p3rp/3Pn1p1/3RNp2/1P4P1/P3PPBP/3R2K1,0,-1
8/pp3bk1/2p3rp/3rn1p1/3RNp2/1P4P1/P3PPBP/3R2K1,1,-1
8/pp3bk1/2p3rp/3rn1p1/3R1p2/1PN3P1/P3PPBP/3R2K1,0,-1
8/pp3bk1/2p3rp/2r1n1p1/3R1p2/1PN3P1/P3PPBP/3R2K1,1,-1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR,1,0
rnbqkbnr/ppppp1pp/8/5p2/3P4/6P1/PPP1PP1P/RNBQKBNR,0,0
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/6P1/PPP1PP1P/RNBQKBNR,1,0
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/6P1/PPP1PPBP/RNBQK1NR,0,0
rnbqkb1r/ppppp2p/5np1/5p2/3P4/6P1/PPP1PPBP/RNBQK1NR,1,0
rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,0,0
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,1,0
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,0,0
rnbqk2r/ppp1p1bp/3p1np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,1,0
rnbqk2r/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1,0,0
rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/P1P1PPBP/RNBQ1RK1,1,0
rnbq1rk1/ppp1p1bp/3p1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1Q1RK1,0,0
rnbq1rk1/pp2p1bp/2pp1np1/5p2/3P4/1P3NP1/PBP1PPBP/RN1Q1RK1,1,0
rnbq1rk1/pp2p1bp/2pp1np1/5p2/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1,0,0
rnbq1rk1/1p2p1bp/2pp1np1/p4p2/2PP4/1P3NP1/PB2PPBP/RN1Q1RK1,1,0
rnbq1rk1/1p2p1bp/2pp1np1/p4p2/2PP4/1P3NP1/PB1NPPBP/R2Q1RK1,0,0
rnb2rk1/1pq1p1bp/2pp1np1/p4p2/2PP4/1P3NP1/PB1NPPBP/R2Q1RK1,1,0
rnb2rk1/1pq1p1bp/2pp1np1/p4p2/2PP4/1P3NP1/PBQNPPBP/R4RK1,0,0
r1b2rk1/1pq1p1bp/n1pp1np1/p4p2/2PP4/1P3NP1/PBQNPPBP/R4RK1,1,0
r1b2rk1/1pq1p1bp/n1pp1np1/p4p2/2PP4/PP3NP1/1BQNPPBP/R4RK1,0,0
r1b1r1k1/1pq1p1bp/n1pp1np1/p4p2/2PP4/PP3NP1/1BQNPPBP/R4RK1,1,0
r1b1r1k1/1pq1p1bp/n1pp1np1/p4p2/2PPP3/PP3NP1/1BQN1PBP/R4RK1,0,0
r1b1r1k1/1pq1p1bp/n1pp1np1/p7/2PPp3/PP3NP1/1BQN1PBP/R4RK1,1,0
r1b1r1k1/1pq1p1bp/n1pp1np1/p7/2PPN3/PP3NP1/1BQ2PBP/R4RK1,0,0
r1b1r1k1/1pq1p1bp/n1pp2p1/p7/2PPn3/PP3NP1/1BQ2PBP/R4RK1,1,0
r1b1r1k1/1pq1p1bp/n1pp2p1/p7/2PPQ3/PP3NP1/1B3PBP/R4RK1,0,0
r3r1k1/1pq1p1bp/n1pp2p1/p4b2/2PPQ3/PP3NP1/1B3PBP/R4RK1,1,0
r3r1k1/1pq1p1bp/n1pp2p1/p4b2/2PP4/PP2QNP1/1B3PBP/R4RK1,0,0
r3r1k1/1pq1p1bp/n2p2p1/p1p2b2/2PP4/PP2QNP1/1B3PBP/R4RK1,1,0
r3r1k1/1pq1p1bp/n2p2p1/p1p2bN1/2PP4/PP2Q1P1/1B3PBP/R4RK1,0,0
r3r1k1/1pq1p1bp/n2p2p1/p4bN1/2Pp4/PP2Q1P1/1B3PBP/R4RK1,1,0
r3r1k1/1pq1p1bp/n2p2p1/p2B1bN1/2Pp4/PP2Q1P1/1B3P1P/R4RK1,0,0
r3r1k1/1pq3bp/n2pp1p1/p2B1bN1/2Pp4/PP2Q1P1/1B3P1P/R4RK1,1,0
r3r1k1/1pq3bp/n2pN1p1/p2B1b2/2Pp4/PP2Q1P1/1B3P1P/R4RK1,0,0
r3r1k1/1pq3bp/n2pb1p1/p2B4/2Pp4/PP2Q1P1/1B3P1P/R4RK1,1,0
r3r1k1/1pq3bp/n2pB1p1/p7/2Pp4/PP2Q1P1/1B3P1P/R4RK1,0,0
r3r2k/1pq3bp/n2pB1p1/p7/2Pp4/PP2Q1P1/1B3P1P/R4RK1,1,0
r3r2k/1pq3bp/n2pB1p1/p7/2PB4/PP2Q1P1/5P1P/R4RK1,0,0
r3r2k/1pq3bp/3pB1p1/p1n5/2PB4/PP2Q1P1/5P1P/R4RK1,1,0
r3r2k/1pq3bp/3pB1p1/p1B5/2P5/PP2Q1P1/5P1P/R4RK1,0,0
r3r2k/1pq4p/3pB1p1/p1B5/2P5/PP2Q1P1/5P1P/b4RK1,1,0
r3r2k/1pq4p/1B1pB1p1/p7/2P5/PP2Q1P1/5P1P/b4RK1,0,0
r3r2k/1p2q2p/1B1pB1p1/p7/2P5/PP2Q1P1/5P1P/b4RK1,1,0
r3r2k/1p2q2p/1B1p2p1/p2B4/2P5/PP2Q1P1/5P1P/b4RK1,0,0
r3r2k/1p4qp/1B1p2p1/p2B4/2P5/PP2Q1P1/5P1P/b4RK1,1,0
r3r2k/1p4qp/1B1p2p1/p2B4/2P5/PP1Q2P1/5P1P/b4RK1,0,0
r3r2k/1p4qp/1B1p2p1/p2Bb3/2P5/PP1Q2P1/5P1P/5RK1,1,0
r3r2k/1p4qp/1B1p2p1/p2Bb3/2P4P/PP1Q2P1/5P2/5RK1,0,0
r6k/1p2r1qp/1B1p2p1/p2Bb3/2P4P/PP1Q2P1/5P2/5RK1,1,0
r6k/1p2r1qp/1B1p2p1/p2Bb3/2P4P/PP1Q2P1/5PK1/5R2,0,0
r6k/1p2r1qp/1B1p2p1/3Bb3/p1P4P/PP1Q2P1/5PK1/5R2,1,0
r6k/1p2r1qp/1B1p2p1/3Bb3/pPP4P/P2Q2P1/5PK1/5R2,0,0
5r1k/1p2r1qp/1B1p2p1/3Bb3/pPP4P/P2Q2P1/5PK1/5R2,1,0
5r1k/1p2r1qp/3p2p1/3Bb3/pPP4P/P2QB1P1/5PK1/5R2,0,0
4r2k/1p2r1qp/3p2p1/3Bb3/pPP4P/P2QB1P1/5PK1/5R2,1,0
4r2k/1p2r1qp/3p2p1/3Bb1B1/pPP4P/P2Q2P1/5PK1/5R2,0,0
4r2k/1p2r1qp/3p1bp1/3B2B1/pPP4P/P2Q2P1/5PK1/5R2,1,0
4r2k/1p2r1qp/3p1bp1/3B4/pPP4P/P2QB1P1/5PK1/5R2,0,0
4r2k/1p2r1qp/3p2p1/3Bb3/pPP4P/P2QB1P1/5PK1/5R2,1,0
4r2k/1p2r1qp/3p2p1/3Bb1B1/pPP4P/P2Q2P1/5PK1/5R2,0,0
4r2k/1p2r1qp/3p1bp1/3B2B1/pPP4P/P2Q2P1/5PK1/5R2,1,0
4r2k/1p2r1qp/3p1bp1/3B4/pPP2B1P/P2Q2P1/5PK1/5R2,0,0
4r2k/1p2r1qp/3p2p1/3Bb3/pPP2B1P/P2Q2P1/5PK1/5R2,1,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,1
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR,1,1
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR,0,1
rnbqkbnr/pppp2pp/4p3/5p2/2PP4/8/PP2PPPP/RNBQKBNR,1,1
rnbqkbnr/pppp2pp/4p3/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR,0,1
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PP1P/RNBQKBNR,1,1
rnbqkb1r/pppp2pp/4pn2/5p2/2PP4/6P1/PP2PPBP/RNBQK1NR,0,1
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP4/6P1/PP2PPBP/RNBQK1NR,1,1
rnbqkb1r/ppp3pp/4pn2/3p1p2/2PP4/6PN/PP2PPBP/RNBQK2R,0,1
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/6PN/PP2PPBP/RNBQK2R,1,1
rnbqkb1r/pp4pp/2p1pn2/3p1p2/2PP4/6PN/PP2PPBP/RNBQ1RK1,0,1
rnbqk2r/pp2b1pp/2p1pn2/3p1p2/2PP4/6PN/PP2PPBP/RNBQ1RK1,1,1
rnbqk2r/pp2b1pp/2p1pn2/3p1p2/2PP4/6PN/PP1NPPBP/R1BQ1RK1,0,1
rnb1k2r/pp2b1pp/1qp1pn2/3p1p2/2PP4/6PN/PP1NPPBP/R1BQ1RK1,1,1
rnb1k2r/pp2b1pp/1qp1pn2/3p1p2/2PP4/5NPN/PP2PPBP/R1BQ1RK1,0,1
rnb2rk1/pp2b1pp/1qp1pn2/3p1p2/2PP4/5NPN/PP2PPBP/R1BQ1RK1,1,1
rnb2rk1/pp2b1pp/1qp1pn2/3p1p2/2PP4/5NPN/PPQ1PPBP/R1B2RK1,0,1
rnb2rk1/pp2b1pp/1qp1p3/3p1p2/2PPn3/5NPN/PPQ1PPBP/R1B2RK1,1,1
rnb2rk1/pp2b1pp/1qp1p3/3p1p2/2PPnN2/5NP1/PPQ1PPBP/R1B2RK1,0,1
rnb2rk1/pp4pp/1qp1pb2/3p1p2/2PPnN2/5NP1/PPQ1PPBP/R1B2RK1,1,1
rnb2rk1/pp4pp/1qp1pb2/3p1p2/2PPnN2/4BNP1/PPQ1PPBP/R4RK1,0,1
rnb2rk1/1p4pp/1qp1pb2/p2p1p2/2PPnN2/4BNP1/PPQ1PPBP/R4RK1,1,1
rnb2rk1/1p4pp/1qp1pb2/p2p1p2/2PPn3/3NBNP1/PPQ1PPBP/R4RK1,0,1
r1b2rk1/1p1n2pp/1qp1pb2/p2p1p2/2PPn3/3NBNP1/PPQ1PPBP/R4RK1,1,1
r1b2rk1/1p1n2pp/1qp1pb2/p2pNp2/2PPn3/3NB1P1/PPQ1PPBP/R4RK1,0,1
r1bq1rk1/1p1n2pp/2p1pb2/p2pNp2/2PPn3/3NB1P1/PPQ1PPBP/R4RK1,1,1
r1bq1rk1/1p1n2pp/2p1pb2/p2pNp2/2PPn3/3NBPP1/PPQ1P1BP/R4RK1,0,1
r1bq1rk1/1p1n2pp/2pnpb2/p2pNp2/2PP4/3NBPP1/PPQ1P1BP/R4RK1,1,1
r1bq1rk1/1p1n2pp/2pnpb2/p1PpNp2/3P4/3NBPP1/PPQ1P1BP/R4RK1,0,1
r1bq1rk1/1p1n1npp/2p1pb2/p1PpNp2/3P4/3NBPP1/PPQ1P1BP/R4RK1,1,1
r1bq1rk1/1p1n1Npp/2p1pb2/p1Pp1p2/3P4/3NBPP1/PPQ1P1BP/R4RK1,0,1
r1bq2k1/1p1n1rpp/2p1pb2/p1Pp1p2/3P4/3NBPP1/PPQ1P1BP/R4RK1,1,1
r1bq2k1/1p1n1rpp/2p1pb2/p1Pp1p2/3P4/3N1PP1/PPQ1PBBP/R4RK1,0,1
r1bq2k1/1p1n1rpp/2p2b2/p1Pppp2/3P4/3N1PP1/PPQ1PBBP/R4RK1,1,1
r1bq2k1/1p1n1rpp/2p2b2/p1Pppp2/3PP3/3N1PP1/PPQ2BBP/R4RK1,0,1
r1bq2k1/1p1n1rpp/2p2b2/p1P1pp2/3Pp3/3N1PP1/PPQ2BBP/R4RK1,1,1
r1bq2k1/1p1n1rpp/2p2b2/p1P1pp2/3PP3/3N2P1/PPQ2BBP/R4RK1,0,1
r1bq2k1/1p1n1rpp/2p2b2/p1P2p2/3pP3/3N2P1/PPQ2BBP/R4RK1,1,1
r1bq2k1/1p1n1rpp/2p2b2/p1P2P2/3p4/3N2P1/PPQ2BBP/R4RK1,0,1
r1bq2k1/1p3rpp/2p2b2/p1P1nP2/3p4/3N2P1/PPQ2BBP/R4RK1,1,1
r1bq2k1/1p3rpp/2p2b2/p1P1NP2/3p4/6P1/PPQ2BBP/R4RK1,0,1
r1bq2k1/1p3rpp/2p5/p1P1bP2/3p4/6P1/PPQ2BBP/R4RK1,1,1
r1bq2k1/1p3rpp/2p5/p1P1bP2/3pB3/6P1/PPQ2B1P/R4RK1,0,1
r1b3k1/1p3rpp/2p5/p1P1bPq1/3pB3/6P1/PPQ2B1P/R4RK1,1,1
r1b3k1/1p3rpp/2p5/p1P1bPq1/2QpB3/6P1/PP3B1P/R4RK1,0,1
r5k1/1p3rpp/2p5/p1P1bbq1/2QpB3/6P1/PP3B1P/R4RK1,1,1
r5k1/1p3rpp/2p5/p1P1bBq1/2Qp4/6P1/PP3B1P/R4RK1,0,1
r5k1/1p3rpp/2p5/p1P1bq2/2Qp4/6P1/PP3B1P/R4RK1,1,1
r5k1/1p3rpp/2p5/p1P1bq2/2QB4/6P1/PP5P/R4RK1,0,1
r5k1/1p3rpp/2p5/p1P2q2/2Qb4/6P1/PP5P/R4RK1,1,1
r5k1/1p3rpp/2p5/p1P2q2/3Q4/6P1/PP5P/R4RK1,0,1
r5k1/1p3rpp/2p1q3/p1P5/3Q4/6P1/PP5P/R4RK1,1,1
r5k1/1p3Rpp/2p1q3/p1P5/3Q4/6P1/PP5P/R5K1,0,1
r5k1/1p3qpp/2p5/p1P5/3Q4/6P1/PP5P/R5K1,1,1
r5k1/1p3qpp/2p5/p1P5/3Q4/6P1/PP5P/4R1K1,0,1
5rk1/1p3qpp/2p5/p1P5/3Q4/6P1/PP5P/4R1K1,1,1
5rk1/1p3qpp/2p5/p1P5/3Q4/1P4P1/P6P/4R1K1,0,1
5rk1/1p3qp1/2p5/p1P4p/3Q4/1P4P1/P6P/4R1K1,1,1
5rk1/1p3qp1/2p5/p1P4p/8/1P2Q1P1/P6P/4R1K1,0,1
5rk1/1p3qp1/2p5/p1P5/7p/1P2Q1P1/P6P/4R1K1,1,1
5rk1/1p3qp1/2p1Q3/p1P5/7p/1P4P1/P6P/4R1K1,0,1
5rk1/1p3qp1/2p1Q3/p1P5/8/1P4Pp/P6P/4R1K1,1,1
5rk1/1p3Qp1/2p5/p1P5/8/1P4Pp/P6P/4R1K1,0,1
6k1/1p3rp1/2p5/p1P5/8/1P4Pp/P6P/4R1K1,1,1
6k1/1p3rp1/2p5/p1P5/8/1P4Pp/P3R2P/6K1,0,1
6k1/1p4p1/2p5/p1P2r2/8/1P4Pp/P3R2P/6K1,1,1
6k1/1p4p1/2p5/p1P2r2/8/1P4Pp/P1R4P/6K1,0,1
8/1p3kp1/2p5/p1P2r2/8/1P4Pp/P1R4P/6K1,1,1
8/1p3kp1/2p5/p1P2r2/6P1/1P5p/P1R4P/6K1,0,1
8/1p3kp1/2p5/p1P5/5rP1/1P5p/P1R4P/6K1,1,1
8/1p3kp1/2p5/p1P5/5rP1/1P5p/P4R1P/6K1,0,1
8/1p3kp1/2p5/p1P5/6P1/1P5p/P4r1P/6K1,1,1
8/1p3kp1/2p5/p1P5/6P1/1P5p/P4K1P/8,0,1
8/1p4p1/2p1k3/p1P5/6P1/1P5p/P4K1P/8,1,1
8/1p4p1/2p1k3/p1P5/6P1/1P4Kp/P6P/8,0,1
8/1p4p1/2p5/p1Pk4/6P1/1P4Kp/P6P/8,1,1
8/1p4p1/2p5/p1Pk4/6P1/1P5K/P6P/8,0,1
8/1p4p1/2p5/p1k5/6P1/1P5K/P6P/8,1,1
8/1p4p1/2p5/p1k3P1/8/1P5K/P6P/8,0,1
8/1p4p1/2p5/2k3P1/p7/1P5K/P6P/8,1,1
8/1p4p1/2p5/2k3P1/p5K1/1P6/P6P/8,0,1
8/1p4p1/2p5/2k3P1/6K1/1p6/P6P/8,1,1
8/1p4p1/2p5/2k3P1/6K1/1P6/7P/8,0,1
