pos,turn,result
2b1k3/pp6/2p1n3/2P2P1p/1P3n2/P1qBNPpP/3R4/3R3K,0,-1
2b1k3/pp6/2p5/2P2Pnp/1P3n2/P1qBNPpP/3R4/3R3K,1,-1
2b1k3/pp6/2p5/2P2Pnp/1P3n2/P1qBNPpP/2R5/3R3K,0,-1
2b1k3/pp6/2p5/2P2Pnp/1P1q1n2/P2BNPpP/2R5/3R3K,1,-1
2b1k3/pp6/2p5/2P2Pnp/1P1q1n2/P2B1PpP/2R3N1/3R3K,0,-1
2b1k3/pp6/2p5/2P2Pnp/1P1q4/P2n1PpP/2R3N1/3R3K,1,-1
2b1k3/pp6/2p5/2P2Pnp/1P1q4/P2n1PpP/4R1N1/3R3K,0,-1
2b5/pp3k2/2p5/2P2Pnp/1P1q4/P2n1PpP/4R1N1/3R3K,1,-1
2b5/pp3k2/2p5/2P2Pnp/1P1q4/P2n1PpP/4R3/3RN2K,0,-1
2b5/pp3k2/2p5/2P2Pnp/1P1q4/P4PpP/4Rn2/3RN2K,1,-1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,-1
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR,1,-1
rnbqkbnr/ppppp1pp/8/5p2/2PP4/8/PP2PPPP/RNBQKBNR,0,-1
rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/8/PP2PPPP/RNBQKBNR,1,-1
rnbqkb1r/ppppp1pp/5n2/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR,0,-1
rnbqkb1r/ppp1p1pp/3p1n2/5p2/2PP4/2N5/PP2PPPP/R1BQKBNR,1,-1
rnbqkb1r/ppp1p1pp/3p1n2/5pB1/2PP4/2N5/PP2PPPP/R2QKBNR,0,-1
r1bqkb1r/pppnp1pp/3p1n2/5pB1/2PP4/2N5/PP2PPPP/R2QKBNR,1,-1
r1bqkb1r/pppnp1pp/3p1n2/5pB1/2PP4/2N5/PPQ1PPPP/R3KBNR,0,-1
r1bqkb1r/pppn2pp/3ppn2/5pB1/2PP4/2N5/PPQ1PPPP/R3KBNR,1,-1
r1bqkb1r/pppn2pp/3ppn2/5pB1/2PPP3/2N5/PPQ2PPP/R3KBNR,0,-1
r1bqkb1r/pppn2pp/3ppn2/6B1/2PPp3/2N5/PPQ2PPP/R3KBNR,1,-1
r1bqkb1r/pppn2pp/3ppn2/6B1/2PPN3/8/PPQ2PPP/R3KBNR,0,-1
r1bqk2r/pppnb1pp/3ppn2/6B1/2PPN3/8/PPQ2PPP/R3KBNR,1,-1
r1bqk2r/pppnb1pp/3ppn2/6B1/2PPN3/5N2/PPQ2PPP/R3KB1R,0,-1
r1bq1rk1/pppnb1pp/3ppn2/6B1/2PPN3/5N2/PPQ2PPP/R3KB1R,1,-1
r1bq1rk1/pppnb1pp/3ppN2/6B1/2PP4/5N2/PPQ2PPP/R3KB1R,0,-1
r1bq1rk1/pppn2pp/3ppb2/6B1/2PP4/5N2/PPQ2PPP/R3KB1R,1,-1
r1bq1rk1/pppn2pp/3ppb2/6B1/2PP3P/5N2/PPQ2PP1/R3KB1R,0,-1
r1bq1rk1/pp1n2pp/3ppb2/2p3B1/2PP3P/5N2/PPQ2PP1/R3KB1R,1,-1
r1bq1rk1/pp1n2pp/3ppb2/2p3B1/2PP3P/3B1N2/PPQ2PP1/R3K2R,0,-1
r1bq1rk1/pp1n2p1/3ppb1p/2p3B1/2PP3P/3B1N2/PPQ2PP1/R3K2R,1,-1
r1bq1rk1/pp1n2p1/3ppB1p/2p5/2PP3P/3B1N2/PPQ2PP1/R3K2R,0,-1
r1b2rk1/pp1n2p1/3ppq1p/2p5/2PP3P/3B1N2/PPQ2PP1/R3K2R,1,-1
r1b2rk1/pp1n2p1/3ppq1p/2p5/2PP3P/3B1N2/PPQ2PP1/2KR3R,0,-1
r1b2rk1/p2n2p1/3ppq1p/1pp5/2PP3P/3B1N2/PPQ2PP1/2KR3R,1,-1
r1b2rk1/p2n2p1/3ppq1p/1Pp5/3P3P/3B1N2/PPQ2PP1/2KR3R,0,-1
r4rk1/pb1n2p1/3ppq1p/1Pp5/3P3P/3B1N2/PPQ2PP1/2KR3R,1,-1
r4rk1/pb1n2p1/3ppq1p/1PP5/7P/3B1N2/PPQ2PP1/2KR3R,0,-1
r4rk1/pb4p1/3ppq1p/1Pn5/7P/3B1N2/PPQ2PP1/2KR3R,1,-1
r4rk1/pb4p1/3ppq1p/1Pn5/7P/3B1N2/PPQ2PP1/1K1R3R,0,-1
2r2rk1/pb4p1/3ppq1p/1Pn5/7P/3B1N2/PPQ2PP1/1K1R3R,1,-1
2r2rk1/pb4p1/3ppq1p/1Pn5/7P/3B1N2/PPQ2PP1/1K1RR3,0,-1
2r2r1k/pb4p1/3ppq1p/1Pn5/7P/3B1N2/PPQ2PP1/1K1RR3,1,-1
2r2r1k/pb4p1/3ppq1p/1Pn4P/8/3B1N2/PPQ2PP1/1K1RR3,0,-1
2r2r1k/pb4p1/3p1q1p/1Pn1p2P/8/3B1N2/PPQ2PP1/1K1RR3,1,-1
2r2r1k/pb4p1/3p1qBp/1Pn1p2P/8/5N2/PPQ2PP1/1K1RR3,0,-1
2r2r1k/pb4p1/3p1qBp/1Pn4P/4p3/5N2/PPQ2PP1/1K1RR3,1,-1
2r2r1k/pb4p1/3p1qBp/1Pn4P/3Np3/8/PPQ2PP1/1K1RR3,0,-1
2r2r1k/pb4p1/3p1qBp/1P5P/3Np3/3n4/PPQ2PP1/1K1RR3,1,-1
2r2r1k/pb4p1/3p1qBp/1P5P/Q2Np3/3n4/PP3PP1/1K1RR3,0,-1
2r2r1k/pb4p1/3p1qBp/1P5P/Q2Np3/8/PP3PP1/1K1Rn3,1,-1
2r2r1k/pb4p1/3p1qBp/1P5P/Q2Np3/8/PP3PP1/1K2R3,0,-1
2r2r1k/pb4p1/3p2Bp/1P5P/Q2Np3/8/PP3qP1/1K2R3,1,-1
2r2r1k/pb4p1/3p2Bp/1P5P/3Np3/8/PP3qP1/1K1QR3,0,-1
2r2r1k/pb4p1/3p2Bp/1P5P/3N4/4p3/PP3qP1/1K1QR3,1,-1
2r2r1k/pb4p1/3p2Bp/1P5P/8/4p3/PPN2qP1/1K1QR3,0,-1
2r2r1k/p5p1/3p2Bp/1P5P/8/4p3/PPN2qb1/1K1QR3,1,-1
2r2r1k/p5p1/3p2Bp/1P5P/8/4p3/PPN1Rqb1/1K1Q4,0,-1
2r2r1k/p5p1/3p2Bp/1P5P/8/4pb2/PPN1Rq2/1K1Q4,1,-1
2r2r1k/p5p1/3p2Bp/1P5P/8/4pb2/PPN2R2/1K1Q4,0,-1
2r2r1k/p5p1/3p2Bp/1P5P/8/5b2/PPN2p2/1K1Q4,1,-1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0
rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR,1,0
rnbqkbnr/pppp1ppp/4p3/8/2PP4/8/PP2PPPP/RNBQKBNR,0,0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/8/PP2PPPP/RNBQKBNR,1,0
rnbqkbnr/ppp2ppp/4p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R,0,0
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R,1,0
rnbqkbnr/pp3ppp/2p1p3/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R,0,0
rnbqk1nr/pp3ppp/2pbp3/3p4/2PP4/5NP1/PP2PP1P/RNBQKB1R,1,0
rnbqk1nr/pp3ppp/2pbp3/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R,0,0
rnbqk1nr/pp4pp/2pbp3/3p1p2/2PP4/5NP1/PP2PPBP/RNBQK2R,1,0
rnbqk1nr/pp4pp/2pbp3/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,0,0
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,1,0
rnbqk2r/pp4pp/2pbpn2/3p1p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,0,0
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,1,0
rnbq1rk1/pp4pp/2pbpn2/3p1p2/2PP4/2N2NP1/PPQ1PPBP/R1B2RK1,0,0
rnbq1rk1/p5pp/1ppbpn2/3p1p2/2PP4/2N2NP1/PPQ1PPBP/R1B2RK1,1,0
rnbq1rk1/p5pp/1ppbpn2/3P1p2/3P4/2N2NP1/PPQ1PPBP/R1B2RK1,0,0
rnbq1rk1/p5pp/1ppb1n2/3p1p2/3P4/2N2NP1/PPQ1PPBP/R1B2RK1,1,0
rnbq1rk1/p5pp/1ppb1n2/3p1p2/3P1B2/2N2NP1/PPQ1PPBP/R4RK1,0,0
rnbq1rk1/p5pp/1pp2n2/3p1p2/3P1b2/2N2NP1/PPQ1PPBP/R4RK1,1,0
rnbq1rk1/p5pp/1pp2n2/3p1p2/3P1P2/2N2N2/PPQ1PPBP/R4RK1,0,0
rnbq1rk1/6pp/1pp2n2/p2p1p2/3P1P2/2N2N2/PPQ1PPBP/R4RK1,1,0
rnbq1rk1/6pp/1pp2n2/p2pNp2/3P1P2/2N5/PPQ1PPBP/R4RK1,0,0
1nbq1rk1/r5pp/1pp2n2/p2pNp2/3P1P2/2N5/PPQ1PPBP/R4RK1,1,0
1nbq1rk1/r5pp/1pp2n2/p2pNp2/3P1P2/P1N5/1PQ1PPBP/R4RK1,0,0
1nbq1rk1/r5pp/1pp5/p2pNp2/3P1Pn1/P1N5/1PQ1PPBP/R4RK1,1,0
1nbq1rk1/r5pp/1pp5/p2pNp2/3P1Pn1/P1N1P3/1PQ2PBP/R4RK1,0,0
1nb2rk1/r5pp/1pp5/p2pNp2/3P1Pnq/P1N1P3/1PQ2PBP/R4RK1,1,0
1nb2rk1/r5pp/1pp5/p2p1p2/3P1Pnq/P1N1PN2/1PQ2PBP/R4RK1,0,0
1nb2rk1/r3q1pp/1pp5/p2p1p2/3P1Pn1/P1N1PN2/1PQ2PBP/R4RK1,1,0
1nb2rk1/r3q1pp/1pp5/p2p1p2/3P1Pn1/P1N1PN1P/1PQ2PB1/R4RK1,0,0
1nb2rk1/r3q1pp/1pp2n2/p2p1p2/3P1P2/P1N1PN1P/1PQ2PB1/R4RK1,1,0
1nb2rk1/r3q1pp/1pp2n2/p2p1p2/N2P1P2/P3PN1P/1PQ2PB1/R4RK1,0,0
1nb2rk1/r1q3pp/1pp2n2/p2p1p2/N2P1P2/P3PN1P/1PQ2PB1/R4RK1,1,0
1nb2rk1/r1q3pp/1pp2n2/p2p1p2/N2P1P2/P3PN1P/1PQ2PB1/R1R3K1,0,0
1nb2rk1/r1q3pp/1pp5/p2p1p2/N2PnP2/P3PN1P/1PQ2PB1/R1R3K1,1,0
1nb2rk1/r1q3pp/1pp5/p2p1p2/N2PnP2/PQ2PN1P/1P3PB1/R1R3K1,0,0
1nb2rk1/1rq3pp/1pp5/p2p1p2/N2PnP2/PQ2PN1P/1P3PB1/R1R3K1,1,0
1nb2rk1/1rq3pp/1pp5/p2p1p2/N2PnP2/PQ2PN1P/1PR2PB1/R5K1,0,0
1n3rk1/1rqb2pp/1pp5/p2p1p2/N2PnP2/PQ2PN1P/1PR2PB1/R5K1,1,0
1n3rk1/1rqb2pp/1pp5/p2p1p2/N2PnP2/PQ2PN1P/1PR2PB1/2R3K1,0,0
1n3r1k/1rqb2pp/1pp5/p2p1p2/N2PnP2/PQ2PN1P/1PR2PB1/2R3K1,1,0
1n3r1k/1rqb2pp/1pp5/p2pNp2/N2PnP2/PQ2P2P/1PR2PB1/2R3K1,0,0
1n2br1k/1rq3pp/1pp5/p2pNp2/N2PnP2/PQ2P2P/1PR2PB1/2R3K1,1,0
1n2br1k/1rq3pp/1pp5/p2pNp2/3PnP2/PQN1P2P/1PR2PB1/2R3K1,0,0
1n2br1k/1r4pp/1ppq4/p2pNp2/3PnP2/PQN1P2P/1PR2PB1/2R3K1,1,0
1n2br1k/1r4pp/1ppq4/p2pNp2/N2PnP2/PQ2P2P/1PR2PB1/2R3K1,0,0
1n2br1k/1r2q1pp/1pp5/p2pNp2/N2PnP2/PQ2P2P/1PR2PB1/2R3K1,1,0
1n2br1k/1r2q1pp/1pp5/p2pNp2/N2PnP2/PQ2PP1P/1PR3B1/2R3K1,0,0
1n2br1k/1r2q1pp/1ppn4/p2pNp2/N2P1P2/PQ2PP1P/1PR3B1/2R3K1,1,0
1n2br1k/1r2q1pp/1ppn4/p2pNp2/3P1P2/PQN1PP1P/1PR3B1/2R3K1,0,0
1n2br1k/1r2q1p1/1ppn3p/p2pNp2/3P1P2/PQN1PP1P/1PR3B1/2R3K1,1,0
1n2br1k/1r2q1p1/1ppn3p/p2pNp2/3P1P2/PQ2PP1P/1PR1N1B1/2R3K1,0,0
1n2br2/1r2q1pk/1ppn3p/p2pNp2/3P1P2/PQ2PP1P/1PR1N1B1/2R3K1,1,0
1n2br2/1r2q1pk/1ppn3p/p2pNp2/3P1P2/P2QPP1P/1PR1N1B1/2R3K1,0,0
1n2br2/1r2q2k/1ppn3p/p2pNpp1/3P1P2/P2QPP1P/1PR1N1B1/2R3K1,1,0
1n2br2/1r2q2k/1ppn3p/p2pNpp1/3P1P2/P2QPP1P/1PR1N1BK/2R5,0,0
1n2br2/1r5k/1ppn1q1p/p2pNpp1/3P1P2/P2QPP1P/1PR1N1BK/2R5,1,0
1n2br2/1r5k/1ppn1q1p/p2pNpp1/3P1P2/P2QPP1P/1PR1N1BK/6R1,0,0
1n2br2/6rk/1ppn1q1p/p2pNpp1/3P1P2/P2QPP1P/1PR1N1BK/6R1,1,0
1n2br2/6rk/1ppn1q1p/p2pNpp1/3P1P2/PQ2PP1P/1PR1N1BK/6R1,0,0
1n1qbr2/6rk/1ppn3p/p2pNpp1/3P1P2/PQ2PP1P/1PR1N1BK/6R1,1,0
1n1qbr2/6rk/1ppn3p/p2pNpp1/3P1P2/PQ2PP1P/1PR1N2K/5BR1,0,0
1n1qbr2/6rk/2pn3p/pp1pNpp1/3P1P2/PQ2PP1P/1PR1N2K/5BR1,1,0
1n1qbr2/6rk/2pn3p/pp1pNpp1/3P1P2/P2QPP1P/1PR1N2K/5BR1,0,0
1n1qbr2/6rk/2pn3p/1p1pNpp1/p2P1P2/P2QPP1P/1PR1N2K/5BR1,1,0
1n1qbr2/6rk/2pn3p/1p1pNpp1/p2P1P2/P1Q1PP1P/1PR1N2K/5BR1,0,0
1n1qb1r1/6rk/2pn3p/1p1pNpp1/p2P1P2/P1Q1PP1P/1PR1N2K/5BR1,1,0
1n1qb1r1/6rk/2pn3p/1p1pNpp1/p2P1P2/P3PP1P/1PR1N2K/4QBR1,0,0
1n1qb1r1/6rk/2p4p/1p1pNpp1/p1nP1P2/P3PP1P/1PR1N2K/4QBR1,1,0
1n1qb1r1/6rk/2p4p/1p1pNpp1/p1nP1P2/P3PP1P/1PR1NQ1K/5BR1,0,0
1n2b1r1/6rk/2p2q1p/1p1pNpp1/p1nP1P2/P3PP1P/1PR1NQ1K/5BR1,1,0
1n2b1r1/6rk/2p2q1p/1p1pNpp1/p1nP1P2/P3PP1P/1PR2Q1K/2N2BR1,0,0
1n2b1r1/6rk/2p2q1p/1p1pNp2/p1nP1p2/P3PP1P/1PR2Q1K/2N2BR1,1,0
1n2b1r1/6Rk/2p2q1p/1p1pNp2/p1nP1p2/P3PP1P/1PR2Q1K/2N2B2,0,0
1n2b3/6rk/2p2q1p/1p1pNp2/p1nP1p2/P3PP1P/1PR2Q1K/2N2B2,1,0
1n2b3/6rk/2p2q1p/1p1pNp2/p1nP1P2/P4P1P/1PR2Q1K/2N2B2,0,0
4b3/3n2rk/2p2q1p/1p1pNp2/p1nP1P2/P4P1P/1PR2Q1K/2N2B2,1,0
4b3/3n2rk/2p2q1p/1p1pNp2/p1nP1P2/P2N1P1P/1PR2Q1K/5B2,0,0
4bn2/6rk/2p2q1p/1p1pNp2/p1nP1P2/P2N1P1P/1PR2Q1K/5B2,1,0
4bn2/6rk/2p2q1p/1pNpNp2/p1nP1P2/P4P1P/1PR2Q1K/5B2,0,0
4bn2/6rk/2pn1q1p/1pNpNp2/p2P1P2/P4P1P/1PR2Q1K/5B2,1,0
4bn2/6rk/2pn1q1p/1pNpNp2/p2P1P2/P4P1P/1PR4K/4QB2,0,0
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,1
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR,1,1
rnbqkbnr/ppppp1pp/8/5p2/3PP3/8/PPP2PPP/RNBQKBNR,0,1
rnbqkbnr/ppppp1pp/8/8/3Pp3/8/PPP2PPP/RNBQKBNR,1,1
rnbqkbnr/ppppp1pp/8/8/3Pp3/2N5/PPP2PPP/R1BQKBNR,0,1
rnbqkb1r/ppppp1pp/5n2/8/3Pp3/2N5/PPP2PPP/R1BQKBNR,1,1
rnbqkb1r/ppppp1pp/5n2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR,0,1
r1bqkb1r/ppppp1pp/2n2n2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR,1,1
r1bqkb1r/ppppp1pp/2n2n2/3P2B1/4p3/2N5/PPP2PPP/R2QKBNR,0,1
r1bqkb1r/ppppp1pp/5n2/3Pn1B1/4p3/2N5/PPP2PPP/R2QKBNR,1,1
r1bqkb1r/ppppp1pp/5n2/3Pn1B1/4p3/2N5/PPP1QPPP/R3KBNR,0,1
r1bqkb1r/pp1pp1pp/2p2n2/3Pn1B1/4p3/2N5/PPP1QPPP/R3KBNR,1,1
r1bqkb1r/pp1pp1pp/2p2n2/3Pn1B1/4p3/2N5/PPP1QPPP/2KR1BNR,0,1
r1bqkb1r/pp1pp1pp/5n2/3pn1B1/4p3/2N5/PPP1QPPP/2KR1BNR,1,1
r1bqkb1r/pp1pp1pp/5n2/3pn1B1/4pP2/2N5/PPP1Q1PP/2KR1BNR,0,1
r1bqkb1r/pp1ppnpp/5n2/3p2B1/4pP2/2N5/PPP1Q1PP/2KR1BNR,1,1
r1bqkb1r/pp1ppnpp/5B2/3p4/4pP2/2N5/PPP1Q1PP/2KR1BNR,0,1
r1bqkb1r/pp1ppn1p/5p2/3p4/4pP2/2N5/PPP1Q1PP/2KR1BNR,1,1
r1bqkb1r/pp1ppn1p/5p2/3R4/4pP2/2N5/PPP1Q1PP/2K2BNR,0,1
r1bqkb1r/pp1p1n1p/4pp2/3R4/4pP2/2N5/PPP1Q1PP/2K2BNR,1,1
r1bqkb1r/pp1p1n1p/4pp2/3R4/4QP2/2N5/PPP3PP/2K2BNR,0,1
r1bqk2r/pp1pbn1p/4pp2/3R4/4QP2/2N5/PPP3PP/2K2BNR,1,1
r1bqk2r/pp1pbn1p/4pp2/8/4QP2/2N5/PPPR2PP/2K2BNR,0,1
r1bqk2r/pp1pbn1p/4p3/5p2/4QP2/2N5/PPPR2PP/2K2BNR,1,1
r1bqk2r/pp1pbn1p/4p3/5p2/5P2/2N2Q2/PPPR2PP/2K2BNR,0,1
r1bqk2r/pp1p1n1p/4pb2/5p2/5P2/2N2Q2/PPPR2PP/2K2BNR,1,1
r1bqk2r/pp1p1n1p/4pb2/1B3p2/5P2/2N2Q2/PPPR2PP/2K3NR,0,1
r1bqk2r/1p1p1n1p/p3pb2/1B3p2/5P2/2N2Q2/PPPR2PP/2K3NR,1,1
r1bqk2r/1p1p1n1p/p3pb2/5p2/B4P2/2N2Q2/PPPR2PP/2K3NR,0,1
1rbqk2r/1p1p1n1p/p3pb2/5p2/B4P2/2N2Q2/PPPR2PP/2K3NR,1,1
1rbqk2r/1p1p1n1p/p3pb2/5p2/B4P2/2N2Q2/PPPRN1PP/2K4R,0,1
1rbqk2r/3p1n1p/p3pb2/1p3p2/B4P2/2N2Q2/PPPRN1PP/2K4R,1,1
1rbqk2r/3p1n1p/p3pb2/1p3p2/5P2/1BN2Q2/PPPRN1PP/2K4R,0,1
1r1qk2r/1b1p1n1p/p3pb2/1p3p2/5P2/1BN2Q2/PPPRN1PP/2K4R,1,1
1r1qk2r/1b1p1n1p/p3pb2/1p3p1Q/5P2/1BN5/PPPRN1PP/2K4R,0,1
1r2k2r/1bqp1n1p/p3pb2/1p3p1Q/5P2/1BN5/PPPRN1PP/2K4R,1,1
1r2k2r/1bqp1n1p/p3pb2/1p3p1Q/5P2/1BN5/PPPRN1PP/2KR4,0,1
3rk2r/1bqp1n1p/p3pb2/1p3p1Q/5P2/1BN5/PPPRN1PP/2KR4,1,1
3rk2r/1bqp1n1p/p3pb2/1p3p1Q/5P2/1BN5/PPPRN1PP/1K1R4,0,1
3r1rk1/1bqp1n1p/p3pb2/1p3p1Q/5P2/1BN5/PPPRN1PP/1K1R4,1,1
3r1rk1/1bqp1n1p/p3pb2/1p3p1Q/5P2/1BNR4/PPP1N1PP/1K1R4,0,1
3r1rk1/1bqp1nbp/p3p3/1p3p1Q/5P2/1BNR4/PPP1N1PP/1K1R4,1,1
3r1rk1/1bqp1nbp/p3p3/1p3p2/5P1Q/1BNR4/PPP1N1PP/1K1R4,0,1
3r1rk1/1bqp1nbp/p3p3/5p2/1p3P1Q/1BNR4/PPP1N1PP/1K1R4,1,1
3r1rk1/1bqp1nbp/p3p3/5p2/1p3P1Q/1BNR2N1/PPP3PP/1K1R4,0,1
3r1rkn/1bqp2bp/p3p3/5p2/1p3P1Q/1BNR2N1/PPP3PP/1K1R4,1,1
3r1rkn/1bqpQ1bp/p3p3/5p2/1p3P2/1BNR2N1/PPP3PP/1K1R4,0,1
3r1rk1/1bqpQ1bp/p3p1n1/5p2/1p3P2/1BNR2N1/PPP3PP/1K1R4,1,1
3r1rk1/1bqp2bp/p3p1n1/5p2/1Q3P2/1BNR2N1/PPP3PP/1K1R4,0,1
3r1rk1/1bqp2bp/p3p3/5p2/1Q3n2/1BNR2N1/PPP3PP/1K1R4,1,1
3r1rk1/1bqp2bp/p3p3/5p2/1Q3n2/1BN3N1/PPPR2PP/1K1R4,0,1
3r1rk1/1bqp3p/p3p3/5p2/1Q3n2/1Bb3N1/PPPR2PP/1K1R4,1,1
3r1rk1/1bqp3p/p3p3/5p2/1Q3n2/1BP3N1/P1PR2PP/1K1R4,0,1
3r1rk1/1bqp3p/p3p3/3n1p2/1Q6/1BP3N1/P1PR2PP/1K1R4,1,1
3r1rk1/1bqp3p/p3p3/3R1p2/1Q6/1BP3N1/P1P3PP/1K1R4,0,1
3r1rk1/2qp3p/p3p3/3b1p2/1Q6/1BP3N1/P1P3PP/1K1R4,1,1
3r1rk1/2qp3p/p3p3/3R1p2/1Q6/1BP3N1/P1P3PP/1K6,0,1
3r1rk1/2qp3p/p7/3p1p2/1Q6/1BP3N1/P1P3PP/1K6,1,1
3r1rk1/2qp3p/p7/3p1p2/3Q4/1BP3N1/P1P3PP/1K6,0,1
1r3rk1/2qp3p/p7/3p1p2/3Q4/1BP3N1/P1P3PP/1K6,1,1
1r3rk1/2qp3p/p7/3p1p1N/3Q4/1BP5/P1P3PP/1K6,0,1
1r4k1/2qp1r1p/p7/3p1p1N/3Q4/1BP5/P1P3PP/1K6,1,1
1r4k1/2qp1r1p/p4N2/3p1p2/3Q4/1BP5/P1P3PP/1K6,0,1
1r4k1/2qp3p/p4r2/3p1p2/3Q4/1BP5/P1P3PP/1K6,1,1
1r4k1/2qp3p/p4Q2/3p1p2/8/1BP5/P1P3PP/1K6,0,1
1r4k1/3p3p/p1q2Q2/3p1p2/8/1BP5/P1P3PP/1K6,1,1
1r4k1/3p3p/p1q5/3pQp2/8/1BP5/P1P3PP/1K6,0,1
6k1/3p3p/prq5/3pQp2/8/1BP5/P1P3PP/1K6,1,1
6k1/3p3p/prq5/3p1Q2/8/1BP5/P1P3PP/1K6,0,1
6k1/3p3p/pr6/3p1Q2/8/1Bq5/P1P3PP/1K6,1,1
6k1/3p3p/pr6/3Q4/8/1Bq5/P1P3PP/1K6,0,1
8/3p2kp/pr6/3Q4/8/1Bq5/P1P3PP/1K6,1,1
8/3p2kp/pr6/6Q1/8/1Bq5/P1P3PP/1K6,0,1
8/3p2kp/p5r1/6Q1/8/1Bq5/P1P3PP/1K6,1,1
8/3pQ1kp/p5r1/8/8/1Bq5/P1P3PP/1K6,0,1
8/3pQ2p/p5rk/8/8/1Bq5/P1P3PP/1K6,1,1
5Q2/3p3p/p5rk/8/8/1Bq5/P1P3PP/1K6,0,1
5Q2/3p2rp/p6k/8/8/1Bq5/P1P3PP/1K6,1,1
8/3p2rp/p6k/8/5Q2/1Bq5/P1P3PP/1K6,0,1
8/3p2rp/p5k1/8/5Q2/1Bq5/P1P3PP/1K6,1,1
8/3p2rp/p5k1/8/5Q1P/1Bq5/P1P3P1/1K6,0,1
8/3p2rp/p5k1/q7/5Q1P/1B6/P1P3P1/1K6,1,1
8/3p2rp/p5k1/q7/5Q1P/1BP5/P5P1/1K6,0,1
8/3p2rp/p5k1/1q6/5Q1P/1BP5/P5P1/1K6,1,1
8/3p2rp/p5k1/1q6/5Q1P/1BP5/P5P1/2K5,0,1
8/3pr2p/p5k1/1q6/5Q1P/1BP5/P5P1/2K5,1,1
8/3pr2p/p2Q2k1/1q6/7P/1BP5/P5P1/2K5,0,1
8/3p3p/p2Qr1k1/1q6/7P/1BP5/P5P1/2K5,1,1
8/3p3p/p2QB1k1/1q6/7P/2P5/P5P1/2K5,0,1
8/7p/p2Qp1k1/1q6/7P/2P5/P5P1/2K5,1,1
8/7p/p3Q1k1/1q6/7P/2P5/P5P1/2K5,0,1
8/6kp/p3Q3/1q6/7P/2P5/P5P1/2K5,1,1
8/4Q1kp/p7/1q6/7P/2P5/P5P1/2K5,0,1
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR,0,0
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR,1,0
rnbqkbnr/ppppp1pp/8/5p2/3P4/6P1/PPP1PP1P/RNBQKBNR,0,0
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/6P1/PPP1PP1P/RNBQKBNR,1,0
rnbqkb1r/ppppp1pp/5n2/5p2/3P4/6P1/PPP1PPBP/RNBQK1NR,0,0
rnbqkb1r/ppppp2p/5np1/5p2/3P4/6P1/PPP1PPBP/RNBQK1NR,1,0
rnbqkb1r/ppppp2p/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,0,0
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQK2R,1,0
rnbqk2r/ppppp1bp/5np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,0,0
rnbqk2r/ppp1p1bp/3p1np1/5p2/3P4/5NP1/PPP1PPBP/RNBQ1RK1,1,0
rnbqk2r/ppp1p1bp/3p1np1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,0,0
rnbqk2r/ppp3bp/3ppnp1/5p2/2PP4/5NP1/PP2PPBP/RNBQ1RK1,1,0
rnbqk2r/ppp3bp/3ppnp1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,0,0
rnbq1rk1/ppp3bp/3ppnp1/5p2/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1,1,0
rnbq1rk1/ppp3bp/3ppnp1/5p2/2PP4/1PN2NP1/P3PPBP/R1BQ1RK1,0,0
rnbq1rk1/ppp3bp/3pp1p1/5p2/2PPn3/1PN2NP1/P3PPBP/R1BQ1RK1,1,0
